PG.ProteinGroups,R.FileName,protein_intensity,R.Condition,R.Replicate,intensity_rank,raw_protein_intensity
Q08016,E1_250721_25...E012_sample_11,6913.4842497800655,EM9662,2,2268,6640.11772804084
Q08016,E1_250721_25...E012_sample_17,13573.217514161563,EM9662,3,1857,12922.1810605923
Q08016,E1_250721_25...E012_sample_23,16448.73133397999,EM9662,4,1720,15354.4533084397
Q08016,E1_250721_25...E012_sample_01,6209.458677616778,TH9677,1,2319,6594.1930282302
Q08016,E1_250721_25...E012_sample_07,4632.200388433399,TH9677,2,2446,4513.84183657212
Q08016,E1_250721_25...E012_sample_13,12608.010494160735,TH9677,3,1956,12937.5634937864
Q08016,E1_250721_25...E012_sample_19,10264.16208692981,TH9677,4,2115,10603.7706171085
Q08021,E1_250721_25...E012_sample_06,41867.492651661516,EM16223,1,957,39746.4596010019
Q08021,E1_250721_25...E012_sample_12,41516.597779603624,EM16223,2,962,37750.5459670564
Q08021,E1_250721_25...E012_sample_18,39772.45123669498,EM16223,3,988,37931.4737926558
Q08021,E1_250721_25...E012_sample_24,38896.996823503236,EM16223,4,1014,39475.2315866087
Q08021,E1_250721_25...E012_sample_02,31988.099911189685,EM8513,1,1174,35097.3719696684
Q08021,E1_250721_25...E012_sample_08,28194.71622267582,EM8513,2,1266,30722.3038419073
Q08021,E1_250721_25...E012_sample_14,28175.301262167304,EM8513,3,1274,33760.6565129531
Q08021,E1_250721_25...E012_sample_20,29965.34152622541,EM8513,4,1250,31514.0202699131
Q08021,E1_250721_25...E012_sample_03,34918.484889139065,EM9660,1,1100,35393.3633557188
Q08021,E1_250721_25...E012_sample_09,33413.93428966719,EM9660,2,1137,35326.5348800132
Q08021,E1_250721_25...E012_sample_15,37379.64360203057,EM9660,3,1053,39666.2575439324
Q08021,E1_250721_25...E012_sample_21,32257.287234543644,EM9660,4,1153,35200.0233424839
Q08021,E1_250721_25...E012_sample_04,38194.767369439665,EM9661,1,1021,35922.8730013758
Q08021,E1_250721_25...E012_sample_10,37702.67276949956,EM9661,2,1031,35816.3104053595
Q08021,E1_250721_25...E012_sample_16,41581.0078567613,EM9661,3,971,40059.5232472806
Q08021,E1_250721_25...E012_sample_22,42606.260361313034,EM9661,4,942,37448.1075130423
Q08021,E1_250721_25...E012_sample_05,34895.57300156155,EM9662,1,1100,32442.9159842777
Q08021,E1_250721_25...E012_sample_11,37314.55930434862,EM9662,2,1047,35839.1019345591
Q08021,E1_250721_25...E012_sample_17,35770.403231228855,EM9662,3,1080,34054.6835473658
Q08021,E1_250721_25...E012_sample_23,39754.78908416019,EM9662,4,1016,37110.0384817282
Q08021,E1_250721_25...E012_sample_01,42382.774291292815,TH9677,1,931,45008.7856701807
Q08021,E1_250721_25...E012_sample_07,33596.25228433472,TH9677,2,1124,32737.8257408136
Q08021,E1_250721_25...E012_sample_13,41315.753282802885,TH9677,3,954,42395.6802413383
Q08021,E1_250721_25...E012_sample_19,34664.631218375995,TH9677,4,1109,35811.5737897769
Q08698,E1_250721_25...E012_sample_06,26709.440333229068,EM16223,1,1324,25356.3235802689
Q08698,E1_250721_25...E012_sample_12,20926.167393373282,EM16223,2,1519,19027.913806703
Q08698,E1_250721_25...E012_sample_18,30700.809334453766,EM16223,3,1216,29279.7378203518
Q08698,E1_250721_25...E012_sample_24,33006.38794292086,EM16223,4,1162,33497.0541246763
Q08698,E1_250721_25...E012_sample_02,12959.869676030537,EM8513,1,1949,14219.5806553348
Q08698,E1_250721_25...E012_sample_08,13976.768882031909,EM8513,2,1883,15229.7521610291
Q08698,E1_250721_25...E012_sample_14,12761.444363345434,EM8513,3,1963,15291.2203405106
Q08698,E1_250721_25...E012_sample_20,12103.222803954859,EM8513,4,2057,12728.7455890096
Q08698,E1_250721_25...E012_sample_03,20495.78445941483,EM9660,1,1545,20774.519539884
Q08698,E1_250721_25...E012_sample_09,19540.217452326044,EM9660,2,1600,20658.6918920859
Q08698,E1_250721_25...E012_sample_15,23037.104042266754,EM9660,3,1457,24446.346030899
Q08698,E1_250721_25...E012_sample_21,24027.979110341766,EM9660,4,1413,26219.979981795
Q08698,E1_250721_25...E012_sample_04,25535.718594740483,EM9661,1,1355,24016.8075172437
Q08698,E1_250721_25...E012_sample_10,24830.142619872084,EM9661,2,1389,23587.8262774549
Q08698,E1_250721_25...E012_sample_16,29620.39588120242,EM9661,3,1252,28536.5602845468
Q08698,E1_250721_25...E012_sample_22,30607.931353744938,EM9661,4,1214,26902.3635110588
Q08698,E1_250721_25...E012_sample_05,25416.953942752472,EM9662,1,1366,23630.5075518913
Q08698,E1_250721_25...E012_sample_11,25066.636203307437,EM9662,2,1378,24075.4747421645
Q08698,E1_250721_25...E012_sample_17,30696.831879680212,EM9662,3,1203,29224.464952538
Q08698,E1_250721_25...E012_sample_23,32680.805308042374,EM9662,4,1192,30506.6627325798
Q08698,E1_250721_25...E012_sample_01,25789.413959127658,TH9677,1,1355,27387.3106434283
Q08698,E1_250721_25...E012_sample_07,25425.95397465384,TH9677,2,1358,24776.2888393445
Q08698,E1_250721_25...E012_sample_13,27989.19122105885,TH9677,3,1284,28720.7834043195
Q08698,E1_250721_25...E012_sample_19,31824.276558345508,TH9677,4,1177,32877.2408134348
Q4AAY3,E1_250721_25...E012_sample_06,28472.37254593953,EM16223,1,1268,27029.9445576412
Q4AAY3,E1_250721_25...E012_sample_12,30304.15093134753,EM16223,2,1216,27555.2021097566
Q4AAY3,E1_250721_25...E012_sample_18,27387.854751895065,EM16223,3,1298,26120.1324649584
Q4AAY3,E1_250721_25...E012_sample_24,27573.909931985745,EM16223,4,1298,27983.818011773
Q4AAY3,E1_250721_25...E012_sample_02,24282.497257073523,EM8513,1,1416,26642.7778126902
Q4AAY3,E1_250721_25...E012_sample_08,24727.947999775446,EM8513,2,1389,26944.7482938307
Q4AAY3,E1_250721_25...E012_sample_14,17508.76680810047,EM8513,3,1696,20979.6323621707
Q4AAY3,E1_250721_25...E012_sample_20,22774.033614583266,EM8513,4,1469,23951.0487918028
Q4AAY3,E1_250721_25...E012_sample_03,25783.008535777906,EM9660,1,1355,26133.6479061903
Q4AAY3,E1_250721_25...E012_sample_09,24713.97932065904,EM9660,2,1388,26128.5978755626
Q4AAY3,E1_250721_25...E012_sample_15,26328.98279150593,EM9660,3,1335,27939.5979104762
Q4AAY3,E1_250721_25...E012_sample_21,26168.952107981917,EM9660,4,1338,28556.2675606171
Q4AAY3,E1_250721_25...E012_sample_04,28175.297446419416,EM9661,1,1269,26499.3794085402
Q4AAY3,E1_250721_25...E012_sample_10,26059.266829612752,EM9661,2,1339,24755.4542196953
Q4AAY3,E1_250721_25...E012_sample_16,27267.85740154471,EM9661,3,1314,26270.1031981622
Q4AAY3,E1_250721_25...E012_sample_22,32588.798741000137,EM9661,4,1167,28643.4159821733
Q4AAY3,E1_250721_25...E012_sample_05,25820.493342316902,EM9662,1,1348,24005.6839341742
Q4AAY3,E1_250721_25...E012_sample_11,25894.674938497687,EM9662,2,1348,24870.7719449051
Q4AAY3,E1_250721_25...E012_sample_17,27162.72181162724,EM9662,3,1308,25859.8677124367
Q4AAY3,E1_250721_25...E012_sample_23,27995.287422566584,EM9662,4,1299,26132.8563801242
Q4AAY3,E1_250721_25...E012_sample_01,26308.945843158486,TH9677,1,1335,27939.0324126654
Q4AAY3,E1_250721_25...E012_sample_07,27446.05009729461,TH9677,2,1301,26744.7689627523
Q4AAY3,E1_250721_25...E012_sample_13,26538.66324644588,TH9677,3,1334,27232.3409748212
Q4AAY3,E1_250721_25...E012_sample_19,26703.17698478458,TH9677,4,1324,27586.7003167526
Q4AAY5,E1_250721_25...E012_sample_06,12519.357797036751,EM16223,1,1968,11885.1193944298
Q4AAY5,E1_250721_25...E012_sample_12,10744.434095946726,EM16223,2,2024,9769.78545742766
Q4AAY5,E1_250721_25...E012_sample_18,15877.687178275377,EM16223,3,1763,15142.7446979953
Q4AAY5,E1_250721_25...E012_sample_24,14938.417377185464,EM16223,4,1806,15160.4888207075
Q4AAY5,E1_250721_25...E012_sample_02,11154.398644933084,EM8513,1,2062,12238.6162174714
Q4AAY5,E1_250721_25...E012_sample_08,12690.036854995418,EM8513,2,1969,13827.6677426041
Q4AAY5,E1_250721_25...E012_sample_14,11152.642018886458,EM8513,3,2074,13363.4956697741
Q4AAY5,E1_250721_25...E012_sample_20,9108.843499084682,EM8513,4,2284,9579.60977732864
Q4AAY5,E1_250721_25...E012_sample_03,12226.124362598059,EM9660,1,1986,12392.3951274367
Q4AAY5,E1_250721_25...E012_sample_09,15369.064813126615,EM9660,2,1790,16248.7840996921
Q4AAY5,E1_250721_25...E012_sample_15,13233.06317377928,EM9660,3,1941,14042.5654544695
Q4AAY5,E1_250721_25...E012_sample_21,13934.645145595712,EM9660,4,1876,15205.8612625346
Q4AAY5,E1_250721_25...E012_sample_04,12966.812957188506,EM9661,1,1925,12195.5232921873
Q4AAY5,E1_250721_25...E012_sample_10,12240.119207225967,EM9661,2,1920,11627.7143428213
Q4AAY5,E1_250721_25...E012_sample_16,15101.495217781585,EM9661,3,1798,14548.918603161
Q4AAY5,E1_250721_25...E012_sample_22,14346.21502457053,EM9661,4,1806,12609.3817690031
Q4AAY5,E1_250721_25...E012_sample_05,14746.903102681748,EM9662,1,1791,13710.4078608246
Q4AAY5,E1_250721_25...E012_sample_11,14692.295018161276,EM9662,2,1803,14111.3460436107
Q4AAY5,E1_250721_25...E012_sample_17,13085.906264071824,EM9662,3,1885,12458.2435896166
Q4AAY5,E1_250721_25...E012_sample_23,14720.283563322771,EM9662,4,1812,13740.9932760658
Q4AAY5,E1_250721_25...E012_sample_01,14423.704753797225,TH9677,1,1804,15317.3888847337
Q4AAY5,E1_250721_25...E012_sample_07,17039.270267474836,TH9677,2,1676,16603.8954597124
Q4AAY5,E1_250721_25...E012_sample_13,14306.6647488143,TH9677,3,1864,14680.617822917
Q4AAY5,E1_250721_25...E012_sample_19,15614.79238241805,TH9677,4,1771,16131.4362784445
Q4AAY7;Q8ZQA9,E1_250721_25...E012_sample_06,1753.9124451161335,EM16223,1,2724,1665.05815677826
Q4AAY7;Q8ZQA9,E1_250721_25...E012_sample_12,2625.4448232536474,EM16223,2,2627,2387.28558660698
Q4AAY7;Q8ZQA9,E1_250721_25...E012_sample_18,1949.8400930223497,EM16223,3,2706,1859.58637420138
Q4AAY7;Q8ZQA9,E1_250721_25...E012_sample_24,1373.2778655434217,EM16223,4,2725,1393.6927321426
Q4AAY7;Q8ZQA9,E1_250721_25...E012_sample_02,5550.149009085101,EM8513,1,2441,6089.62848058397
Q4AAY7;Q8ZQA9,E1_250721_25...E012_sample_08,7373.66757826169,EM8513,2,2300,8034.69891235802
Q4AAY7;Q8ZQA9,E1_250721_25...E012_sample_14,1892.7381250463106,EM8513,3,2699,2267.94670673005
Q4AAY7;Q8ZQA9,E1_250721_25...E012_sample_20,2114.3449173212753,EM8513,4,2706,2223.61919431938
Q4AAY7;Q8ZQA9,E1_250721_25...E012_sample_03,1722.7788072589335,EM9660,1,2708,1746.20796121119
Q4AAY7;Q8ZQA9,E1_250721_25...E012_sample_09,2040.1137685224405,EM9660,2,2703,2156.88908639501
Q4AAY7;Q8ZQA9,E1_250721_25...E012_sample_15,4215.863444043996,EM9660,3,2559,4473.75921830391
Q4AAY7;Q8ZQA9,E1_250721_25...E012_sample_21,2321.3502936577147,EM9660,4,2683,2533.12015758505
Q4AAY7;Q8ZQA9,E1_250721_25...E012_sample_04,1471.499255986928,EM9661,1,2734,1383.97179862737
Q4AAY7;Q8ZQA9,E1_250721_25...E012_sample_10,3169.1791592692593,EM9661,2,2587,3010.61691813025
Q4AAY7;Q8ZQA9,E1_250721_25...E012_sample_16,1178.9662078094013,EM9661,3,2741,1135.82682680981
Q4AAY7;Q8ZQA9,E1_250721_25...E012_sample_22,1888.7251861038117,EM9661,4,2710,1660.06552163938
Q4AAY7;Q8ZQA9,E1_250721_25...E012_sample_05,1664.0386937421224,EM9662,1,2711,1547.08070084555
Q4AAY7;Q8ZQA9,E1_250721_25...E012_sample_11,1668.1724616629795,EM9662,2,2721,1602.21114794183
Q4AAY7;Q8ZQA9,E1_250721_25...E012_sample_17,1784.1558763036137,EM9662,3,2687,1698.57922411252
Q4AAY7;Q8ZQA9,E1_250721_25...E012_sample_23,1722.6897309336393,EM9662,4,2701,1608.08505540524
Q4AAY7;Q8ZQA9,E1_250721_25...E012_sample_01,2199.5043959290374,TH9677,1,2645,2335.78437448651
Q4AAY7;Q8ZQA9,E1_250721_25...E012_sample_07,1413.8413003793771,TH9677,2,2736,1377.7158751295501
Q4AAY7;Q8ZQA9,E1_250721_25...E012_sample_13,2057.9824299981215,TH9677,3,2693,2111.77476173015
Q4AAY7;Q8ZQA9,E1_250721_25...E012_sample_19,1507.1965951716038,TH9677,4,2718,1557.06494448658
Q56016,E1_250721_25...E012_sample_06,109448.02584281686,EM16223,1,451,103903.321217835
Q56016,E1_250721_25...E012_sample_12,92845.01021475277,EM16223,2,508,84422.8576852645
Q56016,E1_250721_25...E012_sample_18,103973.33168854857,EM16223,3,463,99160.6396751476
Q56016,E1_250721_25...E012_sample_24,116539.43617089376,EM16223,4,435,118271.88748513
Q56016,E1_250721_25...E012_sample_02,89869.2425825584,EM8513,1,537,98604.6137254017
Q56016,E1_250721_25...E012_sample_08,85381.0463406234,EM8513,2,556,93035.2491332028
Q56016,E1_250721_25...E012_sample_14,88085.35585492634,EM8513,3,535,105547.032671219
Q56016,E1_250721_25...E012_sample_20,82788.75535894872,EM8513,4,556,87067.4713391605
Q56016,E1_250721_25...E012_sample_03,82051.57153129496,EM9660,1,556,83167.4425260688
Q56016,E1_250721_25...E012_sample_09,89212.91922328547,EM9660,2,521,94319.4319881026
Q56016,E1_250721_25...E012_sample_15,96366.28387785832,EM9660,3,494,102261.270212945
Q56016,E1_250721_25...E012_sample_21,99297.53574095694,EM9660,4,480,108356.15377445
Q56016,E1_250721_25...E012_sample_04,96711.52223999685,EM9661,1,492,90958.9446531588
Q56016,E1_250721_25...E012_sample_10,106104.93840350519,EM9661,2,444,100796.233535884
Q56016,E1_250721_25...E012_sample_16,112845.55874806453,EM9661,3,442,108716.443324146
Q56016,E1_250721_25...E012_sample_22,116417.22141418426,EM9661,4,412,102323.099631776
Q56016,E1_250721_25...E012_sample_05,121382.40218790305,EM9662,1,419,112850.964676113
Q56016,E1_250721_25...E012_sample_11,116258.1754034564,EM9662,2,431,111661.203473593
Q56016,E1_250721_25...E012_sample_17,142022.9881684695,EM9662,3,364,135210.886141368
Q56016,E1_250721_25...E012_sample_23,140727.7703512328,EM9662,4,375,131365.6314998
Q56016,E1_250721_25...E012_sample_01,101316.27354260412,TH9677,1,468,107593.769332776
Q56016,E1_250721_25...E012_sample_07,114606.93103022114,TH9677,2,423,111678.579652359
Q56016,E1_250721_25...E012_sample_13,106128.0885804009,TH9677,3,458,108902.105143316
Q56016,E1_250721_25...E012_sample_19,106361.4009741927,TH9677,4,450,109880.561987695
Q56017,E1_250721_25...E012_sample_06,73653.01715925253,EM16223,1,603,69921.7097944831
Q56017,E1_250721_25...E012_sample_12,82504.60893220101,EM16223,2,556,75020.4544342314
Q56017,E1_250721_25...E012_sample_18,75701.34091766734,EM16223,3,594,72197.2958618684
Q56017,E1_250721_25...E012_sample_24,78298.79004552687,EM16223,4,586,79462.7637712841
Q56017,E1_250721_25...E012_sample_02,67063.31174597623,EM8513,1,664,73581.9259162374
Q56017,E1_250721_25...E012_sample_08,72391.00358897889,EM8513,2,627,78880.6806962124
Q56017,E1_250721_25...E012_sample_14,78280.68863302715,EM8513,3,578,93798.7287499112
Q56017,E1_250721_25...E012_sample_20,95911.49204108932,EM8513,4,495,100868.421661578
Q56017,E1_250721_25...E012_sample_03,80735.25271105632,EM9660,1,564,81833.2222572172
Q56017,E1_250721_25...E012_sample_09,79799.43110926707,EM9660,2,574,84367.1194792073
Q56017,E1_250721_25...E012_sample_15,70616.623219251,EM9660,3,639,74936.433137781
Q56017,E1_250721_25...E012_sample_21,67727.51735470271,EM9660,4,655,73906.0967675246
Q56017,E1_250721_25...E012_sample_04,91497.56609825612,EM9661,1,509,86055.1241244767
Q56017,E1_250721_25...E012_sample_10,86222.55028184224,EM9661,2,533,81908.6127849914
Q56017,E1_250721_25...E012_sample_16,76833.16134259556,EM9661,3,602,74021.7703132293
Q56017,E1_250721_25...E012_sample_22,89907.3129668423,EM9661,4,524,79022.6293891824
Q56017,E1_250721_25...E012_sample_05,75289.53452004463,EM9662,1,615,69997.7628342678
Q56017,E1_250721_25...E012_sample_11,80534.02971000412,EM9662,2,581,77349.6285038876
Q56017,E1_250721_25...E012_sample_17,79131.17130102756,EM9662,3,601,75335.6617192462
Q56017,E1_250721_25...E012_sample_23,69888.52392451065,EM9662,4,660,65239.0786624283
Q56017,E1_250721_25...E012_sample_01,78077.34342755594,TH9677,1,570,82914.968988944
Q56017,E1_250721_25...E012_sample_07,78523.20362874331,TH9677,2,573,76516.8369153746
Q56017,E1_250721_25...E012_sample_13,67450.8191914312,TH9677,3,645,69213.8744967896
Q56017,E1_250721_25...E012_sample_19,65801.87046437882,TH9677,4,652,67979.0454078525
Q56030,E1_250721_25...E012_sample_06,16843.02929737795,EM16223,1,1723,15989.751024657
Q56030,E1_250721_25...E012_sample_12,20834.805638735164,EM16223,2,1520,18944.839655579
Q56030,E1_250721_25...E012_sample_18,17899.597470715795,EM16223,3,1669,17071.0653039439
Q56030,E1_250721_25...E012_sample_24,19665.30504193103,EM16223,4,1574,19957.6454263035
Q56030,E1_250721_25...E012_sample_02,29067.186760704706,EM8513,1,1257,31892.5434359859
Q56030,E1_250721_25...E012_sample_08,30108.754898963813,EM8513,2,1212,32807.9314223966
Q56030,E1_250721_25...E012_sample_14,22658.02199809911,EM8513,3,1469,27149.6546149767
Q56030,E1_250721_25...E012_sample_20,31242.725069290118,EM8513,4,1209,32857.4219739572
Q56030,E1_250721_25...E012_sample_03,44598.337722657445,EM9660,1,899,45204.8586039895
Q56030,E1_250721_25...E012_sample_09,46169.74835246532,EM9660,2,884,48812.4867737939
Q56030,E1_250721_25...E012_sample_15,41684.58653062474,EM9660,3,965,44234.5454798899
Q56030,E1_250721_25...E012_sample_21,49198.50498440771,EM9660,4,834,53686.7378609546
Q56030,E1_250721_25...E012_sample_04,43872.872609435886,EM9661,1,927,41263.2341940986
Q56030,E1_250721_25...E012_sample_10,39998.825507563975,EM9661,2,975,37997.5806751734
Q56030,E1_250721_25...E012_sample_16,38230.02798942834,EM9661,3,1044,36831.1585967887
Q56030,E1_250721_25...E012_sample_22,42347.68908972852,EM9661,4,948,37220.8403298639
Q56030,E1_250721_25...E012_sample_05,50124.99867280902,EM9662,1,845,46601.9320153076
Q56030,E1_250721_25...E012_sample_11,48863.71340211239,EM9662,2,862,46931.5901934101
Q56030,E1_250721_25...E012_sample_17,38350.44856587794,EM9662,3,1031,36510.9775634373
Q56030,E1_250721_25...E012_sample_23,41349.38502609967,EM9662,4,985,38598.5513912775
Q56030,E1_250721_25...E012_sample_01,16363.576752824889,TH9677,1,1704,17377.4541940912
Q56030,E1_250721_25...E012_sample_07,20992.285094888346,TH9677,2,1515,20455.9057814428
Q56030,E1_250721_25...E012_sample_13,19602.440018999776,TH9677,3,1576,20114.81609223
Q56030,E1_250721_25...E012_sample_19,24360.257564010815,TH9677,4,1397,25166.2611321562
Q56036,E1_250721_25...E012_sample_06,8756.029649026663,EM16223,1,2211,8312.44377602827
Q56036,E1_250721_25...E012_sample_12,7981.327839063362,EM16223,2,2197,7257.32597517255
Q56036,E1_250721_25...E012_sample_18,10225.224142885885,EM16223,3,2095,9751.9214818236
Q56036,E1_250721_25...E012_sample_24,6155.371172540273,EM16223,4,2371,6246.87565572519
Q56036,E1_250721_25...E012_sample_02,9434.312266362149,EM8513,1,2187,10351.3358970937
Q56036,E1_250721_25...E012_sample_08,5164.226195782073,EM8513,2,2471,5627.18649274976
Q56036,E1_250721_25...E012_sample_14,7298.378794002176,EM8513,3,2360,8745.17923599213
Q56036,E1_250721_25...E012_sample_20,7513.159880581607,EM8513,4,2397,7901.4575075184
Q56036,E1_250721_25...E012_sample_03,9385.274737048241,EM9660,1,2176,9512.91099875057
Q56036,E1_250721_25...E012_sample_09,5802.7511236550745,EM9660,2,2435,6134.89833890131
Q56036,E1_250721_25...E012_sample_15,5629.684206079353,EM9660,3,2458,5974.06722190421
Q56036,E1_250721_25...E012_sample_21,6293.527899953535,EM9660,4,2420,6867.66767999337
Q56036,E1_250721_25...E012_sample_04,8132.547000086586,EM9661,1,2245,7648.80828402637
Q56036,E1_250721_25...E012_sample_10,9665.577850176307,EM9661,2,2100,9181.98395762373
Q56036,E1_250721_25...E012_sample_16,5450.315929778712,EM9661,3,2428,5250.88421247806
Q56036,E1_250721_25...E012_sample_22,10339.132185442026,EM9661,4,2067,9087.41885320575
Q56036,E1_250721_25...E012_sample_05,3823.249586111563,EM9662,1,2467,3554.53011485415
Q56036,E1_250721_25...E012_sample_11,9016.325340177831,EM9662,2,2130,8659.81024474067
Q56036,E1_250721_25...E012_sample_17,4107.838889820149,EM9662,3,2447,3910.80728254854
Q56036,E1_250721_25...E012_sample_23,4666.441252081702,EM9662,4,2455,4355.99882245317
Q56036,E1_250721_25...E012_sample_01,7673.720558183859,TH9677,1,2232,8149.1797002801
Q56036,E1_250721_25...E012_sample_07,4450.9753736202665,TH9677,2,2459,4337.24734904962
Q56036,E1_250721_25...E012_sample_13,10738.940477393731,TH9677,3,2081,11019.6390101849
Q56036,E1_250721_25...E012_sample_19,9445.494413866407,TH9677,4,2175,9758.01583037725
